,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,emotion
4288,Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,Apple,No emotion toward brand or product,neg
4289,The Go Game Launches Do-It-Yourself iPhone Scavenger Hunts {link} (via @mention @mention #LI #FB #SXSW,Apple,No emotion toward brand or product,pos
4290,"Hi, if came out here for #sxsw and in line at the temp apple store to buy an ipad2 for the fuck home. #douchebloggers",Apple,I can't tell,pos
4291,I want some time with this said iPad! RT @mention This schedule is heavier than my laptop. Where's my ipad already? #sxsw,Apple,Positive emotion,pos
4292,Almost time to enter to win an iPad 2 at the #EMC booth in the #SXSW exhibit hall! @mention @mention,Apple,No emotion toward brand or product,neg
4293,Hey pick me up one too will ya? RT @mention Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,Apple,No emotion toward brand or product,pos
4294,OMG SIGN ME UP! Until when? RT @mention We're officially at #SXSW! Come by the @mention Grill &amp; youÛªll get to make your own iPhone case!,Apple,Positive emotion,pos
4295,Bah! I somehow lost my little @mention iPad wipe- between sessions at #sxsw.,Apple,No emotion toward brand or product,neg
4296,Stop by @mention 's booth #206 at #SXSW to win an iPad2 ! {link},Apple,No emotion toward brand or product,pos
4297,Nuts.  ÛÏ@mention @mention (via @mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ,Apple,I can't tell,pos
4298,yup. RT @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,neg
4299,"Next up @mention #sxswi: Your Mom Had An #iPad, Designing For Boomers #SXSW #sxswi",Apple,No emotion toward brand or product,neg
4300,iPad DJ @mention about to rock #estyaustin #SXSW (@mention Venue 222 w/ 36 others) [pic]: {link},Apple,No emotion toward brand or product,pos
4301,Cool RT @mention Apple set to open popup shop in core of #SXSW action {link},Apple,No emotion toward brand or product,pos
4302,heh. RT @mention Apple opening temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,No emotion toward brand or product,pos
4303,Nice RT @mention Apple to open pop-up store at SXSW Festival {link} #SXSW #ipad #mac,Apple,Positive emotion,pos
4304,yawn RT @mention Apple set to open a pop-up shop at the #SXSW Interactive Conference. {link} #apple #iPad2,Apple,Positive emotion,neg
4305,Yay! RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2Û,Apple,Positive emotion,pos
4306,LUV! RT @mention Best thing I heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief Don't need iPad 2&quot; (@mention @mention,Apple,No emotion toward brand or product,neg
4307,Talk by @mention beginning now. First met her in summer of '99 when she started at @mention Always enjoy seeing her speak. #sxsw,none,No emotion toward brand or product,pos
4308,If only @mention brought up the Google Whitelists again at #sxsw #qagb {link},Google,No emotion toward brand or product,pos
4309,"Awesome @mention By my rough calculation, the beard to iPad ratio at SxSW is 1:1. #sxsw",Apple,No emotion toward brand or product,pos
4310,DANG RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW {link} (via @mention who gave us no credit! ),Apple,I can't tell,pos
4311,Rocking @mention for notes at #sxsw. Working out awesome on MBP or iPhone app. And they sync transparently.,Apple,Positive emotion,pos
4312,"The New @mention for the Android 3.0 is so great, can't wait to use it during #sxsw !",Android,Positive emotion,pos
4313,True RT @mention From tablet/phone/laptop evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa,Apple,No emotion toward brand or product,pos
4314,RT &gt; @mention Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipad #internet,Apple,No emotion toward brand or product,pos
4315,I guess @mention has no excuse not to get an iPad 2: {link} #sxsw,Apple,Positive emotion,neg
4316,YES. RT @mention Haha the @mention drinking game: Drink every time Seth says Game Layer OR Google Ventures #sxsw cc @mention,Google,No emotion toward brand or product,pos
4317,Haha RT @mention How many of you don't use apple? Cause no one uses windows voluntarily. #Kawasaki #thisisdare #SXSW,Apple,Positive emotion,pos
4318,"Yay! RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",Apple,Positive emotion,pos
4319,"Yup. RT @mention I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",Apple,No emotion toward brand or product,neg
4320,Haha RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,Apple,Positive emotion,pos
4321,LOL! RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,Apple,Positive emotion,neg
4322,Cool RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 .. {link},Apple,Positive emotion,pos
4323,Srsly? ÛÏ@mention It's not a rumor: Apple is  up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,pos
4324,"Hehe RTÛÏ@mention March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^Û #mobile",Apple,No emotion toward brand or product,pos
4325,RT &gt; @mention msc_page: Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipadÛ_ {link},Apple,No emotion toward brand or product,pos
4326,Yup. RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,Apple,Positive emotion,pos
4327,iPad DJ @mention on the decks @mention for @mention KILLING!! #sxsw,Apple,No emotion toward brand or product,neg
4328,iPad DJ @mention on the decks @mention for @mention KILLING!! #sxsw /via @mentionm,Apple,No emotion toward brand or product,pos
4329,WOW! RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Apple,No emotion toward brand or product,neg
4330,Fab! RT @mention RT @mention So @mention just spilled the beans: next platform 4 #Flipboard is the iPhone.workin on it. #sxflip #SXSW #SXSWi,Apple,Positive emotion,neg
4331,"Hmmm RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,No emotion toward brand or product,neg
4332,Lucky! ÛÏ@mention RT @mention Scored a #mophie juice pack at the #tradeshow #sxsw. Double your iPhone battery!Û,Apple,Positive emotion,neg
4333,Sweet ! @mention RT @mention is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,pos
4334,"Wow. RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Positive emotion,pos
4335,"joining @mention soon: 12:30pm, Hilton 615AB, at #sxsw: RT @mention Who is going to the Android Developers Meetup?",Android,No emotion toward brand or product,pos
4336,ZOMG RT @mention Special Apple store at #sxsw just for ipad. Line is a block long. plixi.com/p/83323324 plixi.com/p/83323414,Apple,Positive emotion,pos
4337,"Good Q ÛÏ@mention To those that purchased iPad 2 at #SXSW, I see more ppl buying white one. Why? Nice frame for presentations? Reading?Û",Apple,No emotion toward brand or product,pos
4338,"Hearing @mention travels across US through social connections, people wandering around with iPad 2s and t-shirts with QR codes. #sxsw",Apple,No emotion toward brand or product,pos
4339,#Thanks @mention we're lovin' the @mention app update on my iPhone. Be sure to download &amp; familiarize yourself w/ it before #SXSW #usguys,Apple,Positive emotion,pos
4340,Hmm. RT @mention We interrupt your regularly scheduled  #sxsw geek programming with big news {link} #google #circles,Google,No emotion toward brand or product,pos
4341,Casually mentioned: you can forecast the DOW six days ahead based on Google mood analysis of Twitter data. #sxsw #smvis #imrich,Google,Positive emotion,pos
4342,marcelosomers: New version of Google Maps for Mobile is pretty amazing - vector based &amp; FAST! #sxsw: marcelosomers:... {link},Google,Positive emotion,pos
4343,The line might have started off a bit slow but by 4:45PM it easily wrapped around ...  #ipad #sxsw #gadgets {link},Apple,No emotion toward brand or product,pos
4344,@mention Might need to go to Apple today. I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out. #SXSW,Apple,Negative emotion,pos
4345,Watching Mike Tyson demo his new iPhone app. #sxsw,Apple,No emotion toward brand or product,neg
4346,"With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw",Google,No emotion toward brand or product,pos
4347,just got mine &amp; i disagree RT  @mention Peter Cashmore on iPad 2 it's only a minor improvement Not worth it unless you've $ 2 burn #SXSW,Apple,Negative emotion,neg
4348,Ready to mingle with my fellow #sxsurrogates #sxsw #gsdm @mention GSD&amp;M + Google Present: THE INDUSTRY PARTY {link},Google,No emotion toward brand or product,pos
4349,Spent 45 mins @mention the Foursquare lot charging the iPhone. Got it from 29% back up to 75% before getting in line for the Digg party. #SXSW,Apple,No emotion toward brand or product,pos
4350,"@mention mission round table #sxsw #sxbrits with twitter, google, dell, microsoft and icm",Google,No emotion toward brand or product,pos
4351,I just commented: Where is the bus here at #SXSW? in the John Lennon Educational Tour Bus iPhone App {link},Apple,No emotion toward brand or product,pos
4352,seeing demo of Google Maps for Mobile 5 vector graphics #SXSW,Google,No emotion toward brand or product,pos
4353,"Google's Mobile Future, and the Elusive 'Power of Here&quot; #SXSW Interactive @mention",Google,No emotion toward brand or product,pos
4354,My #sxsw moment - walking while looking down at iPhone and nearly ran into @mention and @mention at the ACC.,Apple,No emotion toward brand or product,neg
4355,"Within a month of having iPad, severely autistic 9 year old had mastered puzzles and games. #sxsw #poursite",Apple,Positive emotion,neg
4356,New from Moose Tracker - Google discusses the importance of location with mobile. {link} #SXSW,Google,No emotion toward brand or product,pos
4357,The only more fitting than @mention having his birthday during #SXSW is if Apple released a new product today too. Happy Birthday!,Apple,No emotion toward brand or product,pos
4358,Indeed - more info @mention + #AppleATXdt RT @mention Witness the Spectacle of the Apple Popup Store [#SXSW] {link},Apple,No emotion toward brand or product,pos
4359,Hmmmm... more oppty to get an iPad 2 while at #SXSW? {link}  - stop tempting me!!!  :),Apple,No emotion toward brand or product,neg
4360,Google rumored to launch new Social service called Circles. You would think they would do that @mention #SXSW,Google,No emotion toward brand or product,pos
4361,1 of the most important things needed when designing for the iPad: gesturing -the ability to talk with your hands. That and listening #sxsw,Apple,No emotion toward brand or product,pos
4362,Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link},Google,Positive emotion,pos
4363,I made a movie about the iPad 2 launch at #SXSW {link},Apple,No emotion toward brand or product,pos
4364,"Google &amp; BAVC launch Impact Dashboard at #SXSW - web app to collect, host and visualize data in real time: bavc.org/impact",Google,Positive emotion,pos
4365,"Google &amp; Bing- Website Ranking, with Danny Sullivan, Duane Forrester and Matt Cutts {link} #vizthink #sxsw #ogilvynotes",Google,No emotion toward brand or product,pos
4366,google &amp; facebook have an official death policies. But vast majority of digi companies don't #digitaldeath #sxsw,Google,No emotion toward brand or product,pos
4367,"An iPad, mp3 recorder, flipcam, iPod, laptop ... yup, I'm going to #SXSW with team #MSUSXSW {link}",Apple,No emotion toward brand or product,neg
4368,"#bavcID Impact Dashboard code will be available at &quot;Google Code, Github, or other popular sites&quot; #sxsw",Google,No emotion toward brand or product,pos
4369,Doodle competition: invite kids to create own doodles. Winners are put on Google.com to celebrate their awesomeness!  #GoogleDoodle #sxsw,Google,Positive emotion,pos
4370,Forget samplers. Download the unofficial #SXSW torrent: {link},none,No emotion toward brand or product,pos
4371,"Charity implications? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,No emotion toward brand or product,pos
